"st","datayear","cl.blk","ent.blk","reun.blk","lifelos.blk","grp.inst.blk","kin.fc.blk","cl.white","ent.white","reun.white","lifelos.white","grp.inst.white","kin.fc.white","cl.nat.am","ent.nat.am","reun.nat.am","lifelos.nat.am","grp.inst.nat.am","kin.fc.nat.am","cl.latino","ent.latino","reun.latino","lifelos.latino","grp.inst.latino","kin.fc.latino","cl.asian","ent.asian","reun.asian","lifelos.asian","grp.inst.asian","kin.fc.asian","cl.unk","ent.unk","reun.unk","lifelos.unk","grp.inst.unk","kin.fc.unk","cl.haw.pi","ent.haw.pi","reun.haw.pi","lifelos.haw.pi","grp.inst.haw.pi","kin.fc.haw.pi","cl","ent","grp.inst","reun","lifelos","kin.fc"
"VA",2010,3652,1055,564,938.314449917898,591,206,4094,1449,799,683.553737176356,568,340,20,4,2,839.75,1,0,643,222,92,653.485225505443,72,38,66,29,16,589.893939393939,6,6,64,15,6,713.3125,7,3,16,5,5,488.3125,3,1,8555,2779,1248,1484,789.582096529157,594
"VT",2010,37,15,6,641.27027027027,7,4,1504,522,372,716.63269358041,230,208,0,0,0,0,0,NA,17,9,5,903.352941176471,2,5,5,2,2,58.4,0,0,16,7,5,678.1875,1,0,NA,NA,NA,NA,NA,NA,1579,555,240,390,714.412988650694,217
"WA",2010,2707,942,670,786.278167713336,152,870,8477,3398,2025,645.248318980772,318,2485,2219,736,382,819.298332582244,77,814,2067,868,486,644.777455249153,56,621,308,139,83,634.555194805195,10,77,135,78,64,317.414814814815,5,24,164,88,51,395.164634146341,4,34,16077,6249,622,3761,687.448155750451,4925
"WI",2010,4105,1395,981,851.148075986361,657,1191,5083,2277,1599,574.080401022213,889,1519,579,251,190,591.492227979275,98,175,947,418,296,598.420274551214,104,291,140,69,66,624.642857142857,20,43,168,106,49,322.333333333333,20,48,13,7,6,603,5,0,11035,4523,1793,3187,676.972826086957,3267
"WV",2010,826,322,237,594.720338983051,245,75,6056,2535,1870,550.696169088507,1649,720,16,6,3,804.5625,5,0,92,35,27,552.032608695652,18,8,23,7,8,463.869565217391,8,2,52,41,17,189.75,18,12,20,9,7,610.15,2,5,7085,2955,1945,2169,553.656175017643,822
"WY",2010,98,32,36,623.571428571429,27,7,1520,753,629,452.635526315789,509,229,54,21,21,582.407407407407,15,12,225,122,92,456.777777777778,68,38,6,5,4,30.3333333333333,1,0,102,59,42,328.382352941176,37,10,2,1,1,164.5,1,0,2007,993,658,825,457.073741903338,296
"AK",2009,241,68,46,752.564315352697,7,44,724,235,150,741.146408839779,28,144,1721,533,284,744.337594421848,78,397,53,16,8,769.981132075472,6,10,18,4,7,586.222222222222,0,6,17,12,8,360.294117647059,0,4,40,20,8,541.35,1,10,2814,888,120,511,738.487206823028,615
"AL",2009,4301,1130,861,1195.45222041386,660,758,4796,1688,1298,799.843202668891,515,1051,49,16,5,993.816326530612,4,7,380,134,114,613.347368421053,21,74,14,7,2,494.285714285714,1,2,132,104,41,244.651515151515,12,41,5,1,4,690.2,1,0,9677,3080,1214,2325,961.260927973546,1933
"AR",2009,2538,1340,1022,508.131993695823,435,274,4439,2519,1916,402.632800180221,799,450,99,32,26,769.181818181818,18,6,397,208,165,408.216624685139,74,25,48,31,18,267.520833333333,17,1,20,11,12,325,3,5,33,20,14,364.878787878788,12,1,7574,4161,1358,3173,441.843015579614,762
"AZ",2009,2423,1027,693,530.997936442427,415,670,6475,2814,1761,517.230888030888,895,1917,1158,499,355,486.144214162349,155,392,6331,2885,1601,478.623598167746,834,2262,85,44,34,388.988235294118,17,26,371,212,164,322.035040431267,62,128,86,45,24,351.848837209302,14,19,16929,7526,2392,4632,496.875007383779,5414
"CA",2009,27032,8258,5514,1309.25213627788,3418,6710,21549,7832,5262,835.985196528841,2737,4414,2831,876,647,928.146944542564,241,616,44642,16742,11988,795.275032480624,4250,11215,2940,1183,885,688.695918367347,310,679,306,171,145,450.519607843137,164,9,497,181,146,744.362173038229,48,106,99797,35243,11168,24587,942.608899977956,23749
"CO",2009,2495,1090,724,552.759919839679,849,431,5898,2682,1844,536.157850118684,1923,927,334,158,89,493.721556886228,81,46,4654,2121,1573,496.647400085948,1434,897,114,74,35,548.114035087719,41,13,15,6,4,792.8,4,2,74,36,23,498.648648648649,24,25,13584,6167,4356,4292,524.806537102473,2341
"CT",2009,2868,899,625,1007.27022315202,466,247,2530,808,555,840.422924901186,465,247,27,8,6,1098.59259259259,5,0,2168,692,505,883.87315498155,326,130,51,17,15,893.235294117647,8,2,74,40,21,420.972972972973,19,6,15,3,3,747,1,2,7733,2467,1290,1730,911.539118065434,634
"DC",2009,2585,513,349,1391.07659574468,345,460,17,3,2,1421.88235294118,1,4,1,0,0,750,0,0,91,33,12,1156.36263736264,14,1,3,1,0,1606.33333333333,1,0,113,73,49,318.336283185841,32,16,4,1,3,884.25,1,3,2814,624,394,415,1339.8763326226,484
"DE",2009,808,251,173,736.15099009901,74,118,449,151,106,609.966592427617,51,87,3,0,0,453,1,2,104,40,42,535.923076923077,4,9,4,3,0,197.75,1,0,NA,NA,NA,NA,NA,NA,1,0,0,713,0,1,1369,445,131,321,677.344046749452,217
"FL",2009,14206,5321,4457,752.98416162185,1982,5933,16824,7054,5419,567.336780789348,1560,7599,189,94,73,400.978835978836,11,97,4074,1703,1350,564.201521845852,423,1689,122,67,30,538.803278688525,9,56,125,80,41,288.12,9,60,31,12,8,683.903225806452,2,8,35571,14331,3996,11378,639.258356526384,15442
"GA",2009,8287,2962,2970,719.126945818752,1435,1725,6360,2421,2094,646.531289308176,985,1297,31,12,13,480.741935483871,7,5,1063,464,411,517.395108184384,111,116,57,24,21,554.947368421053,7,11,29,15,6,477.758620689655,5,6,6,4,5,579.333333333333,0,1,15833,5902,2550,5520,674.869007768585,3161
"HI",2009,189,99,80,544.322751322751,18,55,347,172,152,535.466858789625,31,70,120,46,29,645.325,7,49,44,28,20,415.227272727273,8,11,1316,585,403,588.657294832827,120,583,40,23,21,519.425,10,9,833,368,270,708.18487394958,103,323,2889,1321,297,975,612.586015922465,1100
"IA",2009,1949,774,481,652.292970754233,305,247,7292,2960,2155,605.970515633571,1049,899,319,138,95,550.931034482759,40,42,870,400,233,512.083908045977,90,100,102,46,30,567.558823529412,9,12,669,383,257,348.971599402093,86,82,50,27,14,441.28,9,12,11251,4728,1588,3265,588.812816638521,1394
"ID",2009,90,24,21,667.044444444444,10,10,2064,903,746,503.767926356589,218,431,355,137,79,596.681690140845,40,66,361,142,135,568.443213296399,17,76,16,8,1,432.8125,1,11,1,1,1,32,0,0,11,0,1,1455.72727272727,0,0,2898,1215,286,984,531.335748792271,594
"IL",2009,12881,2317,1451,1730.02313305387,1187,3652,8191,2409,1351,907.612135270419,591,2762,31,1,4,1175.8064516129,5,9,1296,277,234,1362.86815728604,99,357,64,24,19,724.453125,3,6,491,148,75,1023.9266802444,34,165,NA,NA,NA,NA,NA,NA,22954,5176,1919,3134,1397.17773131208,6951
"IN",2009,7040,2822,1868,607.823295454545,950,1340,12487,5916,3923,473.474973972932,1577,3177,240,82,67,601.654166666667,26,37,1227,605,372,433.432762836186,134,182,75,40,27,389.64,19,11,70,39,25,387.7,33,5,22,7,8,572.772727272727,1,3,21161,9511,2740,6290,516.825291810406,4755
"KS",2009,2035,597,383,836.814742014742,156,341,6252,2172,1616,655.365802943058,362,1160,143,57,13,697.65034965035,16,20,788,304,172,667.803299492386,63,118,50,25,16,543.2,2,4,27,5,8,855.592592592593,2,4,11,3,2,726.181818181818,1,3,9306,3163,602,2210,696.809262841178,1650
"KY",2009,2374,887,637,688.78348778433,448,186,9097,4136,2826,532.458502803122,1555,1419,45,19,17,633.622222222222,8,8,471,195,123,526.732484076433,40,36,19,6,6,685.578947368421,2,0,280,138,102,479.839285714286,33,35,20,6,0,667.7,1,1,12306,5387,2087,3711,562.025516008451,1685
"LA",2009,4280,1836,1522,661.230410447761,420,878,3888,1653,1196,596.113425925926,272,998,31,12,7,631.064516129032,5,8,120,56,54,489.933333333333,7,20,15,4,7,593.266666666667,0,0,122,66,43,429.33606557377,10,25,5,4,2,285.2,1,0,8461,3631,715,2831,625.115598063526,1929
"MA",2009,3816,1385,1040,743.031446540881,598,577,7673,2803,2236,708.332594812981,1143,1473,90,32,28,738.244444444444,10,19,3813,1513,1201,739.438762129557,522,452,370,193,103,528.116216216216,42,35,554,243,170,563.611913357401,56,81,10,5,2,444.7,1,2,16326,6174,2372,4780,714.716219527135,2639
"MD",2009,7361,1752,972,1424.44627088711,923,2371,2381,779,459,833.096598068039,401,514,32,9,5,1043.65625,6,5,290,112,44,657.634482758621,40,42,30,11,2,892.4,6,5,226,120,64,445.079646017699,20,60,10,4,1,712.4,1,1,10330,2787,1397,1547,1241.77608906099,2998
"ME",2009,177,56,36,765.531073446328,8,30,2137,603,354,931.794571829668,191,409,82,17,29,736.878048780488,5,21,86,34,9,657.313953488372,8,20,19,1,7,1153.73684210526,0,4,92,36,24,549.054347826087,3,22,12,6,3,669.833333333333,0,5,2605,753,215,462,892.195393474088,511
"MI",2009,14147,3636,2410,937.780691214927,2480,3740,11730,3587,2470,639.455289404143,1006,3058,538,185,130,576.135687732342,45,184,1208,387,207,609.10678807947,60,313,92,23,29,643.184782608696,7,18,76,22,7,993.052631578947,46,14,112,23,18,822.321428571429,63,15,27903,7863,3707,5271,789.888052748513,7342
"MN",2009,3158,1555,1328,494.198101265823,1104,399,5077,2549,2048,466.713216466417,1807,639,1854,862,590,550.731391585761,355,444,823,479,387,336.990279465371,259,101,303,191,157,355.795379537954,118,26,469,359,252,179.360341151386,139,58,7,4,3,130.142857142857,3,2,11691,5999,3785,4765,463.730864619858,1669
"MO",2009,3614,1289,829,851.571665744328,410,720,8519,3614,2247,604.015142622374,746,1599,65,35,17,541.184615384615,7,6,337,170,116,438.66765578635,18,55,37,16,10,550.837837837838,2,5,109,46,27,602.990825688073,18,8,16,3,2,623.3125,3,3,12697,5173,1204,3248,669.62849492006,2396
"MS",2009,2846,1044,841,725.802178496135,564,453,2349,968,764,565.232439335888,393,433,21,8,5,869.52380952381,3,3,105,50,22,423.038095238095,9,8,6,5,0,121.166666666667,1,0,52,31,19,299.884615384615,8,7,5,1,1,1009.2,1,0,5384,2107,979,1652,645.87852897474,904
"MT",2009,81,26,13,706.246913580247,11,26,1303,540,335,723.783576362241,242,371,1028,349,255,741.794747081712,106,281,101,33,27,636.138613861386,15,29,4,0,0,1941.75,1,1,57,27,21,556.40350877193,19,6,4,1,0,886.25,0,3,2578,976,394,651,725.422032583398,717
"NC",2009,6343,2029,1162,798.82058962636,645,1623,6766,2430,1459,667.423292935265,696,1749,285,77,66,665.922807017544,28,69,915,351,209,614.993442622951,67,178,34,18,5,329.647058823529,1,3,90,31,27,522.222222222222,7,18,82,35,17,696.80487804878,7,25,14515,4971,1451,2945,719.983327592146,3665
"ND",2009,149,84,39,396.939597315436,22,12,1158,512,345,531.209844559585,315,159,668,291,159,654.670658682635,162,70,98,34,26,545.19387755102,15,12,28,14,2,510.75,1,0,6,4,0,219.166666666667,1,0,7,5,1,299.571428571429,2,2,2114,944,518,572,559.482970671712,255
"NE",2009,1728,666,446,684.709490740741,321,278,5021,2000,1498,612.281218880701,849,806,838,305,271,639.996420047733,124,167,1026,429,307,587.476608187135,154,198,65,35,10,472.046153846154,10,9,282,126,104,549.205673758865,37,48,2,2,1,110.5,1,0,8962,3563,1496,2637,622.884400803392,1506
"NH",2009,97,24,15,817.360824742268,16,22,1119,391,226,904.038427167113,213,210,13,5,2,584.230769230769,4,3,81,30,12,597,21,12,7,3,2,577.285714285714,1,0,167,52,46,505.311377245509,20,10,4,0,1,991,0,0,1488,505,275,304,832.827284946237,257
"NJ",2009,6795,2096,1559,869.970601140851,825,2360,3390,1333,1013,605.887877898444,379,1562,15,10,7,519.466666666667,2,5,1862,774,525,554.540685224839,226,651,73,47,38,310.773333333333,9,25,1023,554,359,385.747817652764,87,397,12,2,4,446.230769230769,0,3,13170,4816,1528,3505,715.894458704515,5003
"NM",2009,301,106,88,626.305647840532,15,33,1017,490,395,473.952802359882,77,106,600,339,197,438.648333333333,141,56,2187,1005,803,495.93369913123,108,275,12,9,2,267.25,0,0,47,42,33,65.4255319148936,11,6,10,6,7,270.6,1,1,4174,1997,353,1525,485.700047915668,477
"NV",2009,2422,893,657,665.28323699422,207,670,3223,1104,909,678.56500155135,291,802,205,78,49,661.99512195122,33,26,1784,725,540,575.315022421525,116,492,127,53,32,502.779527559055,3,46,5,3,0,454.4,0,2,109,59,34,521.752293577982,11,41,7875,2915,661,2221,645.510857142857,2079
"NY",2009,20588,5968,4025,1097.82188653585,4205,4237,8066,2749,2026,798.660426481527,2341,667,177,87,61,578.090395480226,44,14,8534,2668,1973,978.771267869698,1512,1897,268,78,62,956.891791044776,62,54,4015,1324,1014,1186.59227895392,1075,603,2,2,1,204.5,0,1,41650,12876,9239,9162,1020.89152460984,7473
"OH",2009,9257,3384,2686,688.051852652047,1347,1619,11568,4595,3599,588.341113416321,1318,2246,67,27,15,464.044776119403,8,10,638,261,213,547.103448275862,66,115,47,20,22,541.085106382979,2,12,706,488,365,204.543909348442,36,224,22,13,3,395.727272727273,2,1,22305,8788,2779,6903,615.732526339386,4227
"OK",2009,4334,1266,1217,840.984540839871,606,1001,5713,1851,1729,695.673026430947,652,1077,3702,1104,963,748.085629389519,302,630,1360,464,451,637.866911764706,176,239,107,28,41,662.757009345794,26,17,NA,NA,NA,NA,NA,NA,76,21,29,793.947368421053,9,7,15292,4734,1771,4430,744.662176301334,2971
"OR",2009,2821,870,549,958.628855015952,88,449,7518,2438,1725,910.903165735568,345,1070,324,109,80,954.719135802469,4,48,1440,612,423,603.540972222222,23,265,73,29,10,734.082191780822,7,8,1159,523,290,608.108714408973,33,187,58,20,11,1180.29310344828,1,6,13393,4601,501,3088,862.968192339282,2033
"PA",2009,13199,4900,3475,741.694673838927,3945,3106,12054,4683,3860,647.79674796748,2704,2375,66,24,15,845.484848484848,14,7,2395,953,710,616.646346555324,672,407,146,66,38,597.5,57,7,1055,505,268,498.534597156398,175,294,6,3,1,538.5,0,0,28921,11134,7567,8367,682.800041492341,6196
"PR",2009,983,112,182,1652.49643947101,109,277,32,4,6,2003.78125,4,9,12,0,4,1328.08333333333,0,9,5724,1048,1266,1417.99563242488,533,1905,12,0,4,1632.66666666667,0,3,40,26,12,543.925,4,16,16,0,7,1124.6875,0,7,6819,1190,650,1481,1448.95336559613,2226
"RI",2009,980,356,267,720.544897959184,339,265,1777,688,521,687.609454136185,612,436,51,12,11,1002.54901960784,13,9,733,307,215,650.476125511596,265,152,92,43,24,579.391304347826,34,21,78,40,22,408.294871794872,32,16,5,1,2,743.2,1,1,3716,1447,1296,1062,684.825618945102,900
"SC",2009,4419,1832,1338,755.337859244173,980,540,3855,1648,1203,581.636835278859,898,496,32,13,20,484.53125,12,2,358,185,151,404.067039106145,80,57,20,10,8,780,6,0,33,28,24,102.606060606061,6,13,8,6,4,368.25,3,0,8725,3722,1985,2748,660.417306590258,1108
"SD",2009,200,118,75,417.21,52,19,876,453,328,515.2100456621,183,139,1673,802,449,493.259414225941,282,249,88,58,50,479.193181818182,18,8,18,10,9,420.055555555556,2,3,3,3,3,2.33333333333333,0,0,7,4,5,166,0,1,2865,1448,537,919,492.456544502618,419
"TN",2009,4110,1969,1620,511.27201946472,761,212,7841,3459,2955,475.531054712409,947,707,39,24,3,441.820512820513,5,0,592,319,210,410.126689189189,39,33,24,10,10,483.958333333333,7,0,318,165,130,366.537735849057,41,27,13,6,7,274.769230769231,0,0,12937,5952,1800,4935,480.92594882894,979
"TX",2009,12177,3599,1899,865.722345405272,1486,3024,12156,4021,2479,741.824531095755,1728,2725,274,102,48,684.405109489051,37,41,15543,4775,2911,742.566171266808,1975,3600,171,69,38,690.830409356725,15,36,466,182,111,506.274678111588,25,131,59,21,15,534.932203389831,5,19,40846,12769,5271,7501,775.458306810948,9576
"UT",2009,319,129,95,578.576802507837,58,24,2946,1284,748,525.577732518669,366,461,286,119,63,641.122377622378,26,42,1055,483,268,474.818009478673,112,111,35,11,11,809.914285714286,1,2,40,9,11,908.2,4,1,44,25,9,448.659090909091,6,10,4725,2060,573,1205,529.445079365079,651
"VA",2009,4196,1009,699,966.531458531935,786,224,4294,1349,763,721.526082906381,772,372,27,9,2,992.851851851852,2,0,656,219,107,649.795731707317,81,31,66,17,23,618.515151515152,8,4,81,24,20,589.604938271605,9,5,18,7,2,450.777777777778,3,1,9338,2634,1661,1616,824.969586635254,637
"VT",2009,40,13,15,653.425,7,2,1636,529,368,751.894383394383,234,206,0,0,0,0,0,NA,13,2,1,1162.23076923077,1,1,3,3,2,102,0,0,15,3,3,911.333333333333,4,0,NA,NA,NA,NA,NA,NA,1707,550,246,389,752.96957284962,209
"WA",2009,2874,900,593,894.030619345859,167,967,9176,3126,2245,758.842088055798,595,2614,2532,767,560,900.753949447077,136,853,2109,708,522,737.970602181128,89,648,328,131,98,686.975609756098,16,94,251,196,91,317.597609561753,17,46,163,86,71,454.239263803681,9,42,17433,5914,1029,4180,788.662536568577,5264
"WI",2009,4377,1445,1103,887.859035869317,715,1341,5385,2244,1795,595.800742804085,926,1556,593,259,192,590.263069139966,91,186,990,408,371,579.324242424242,126,296,136,69,49,639.080291970803,20,38,214,136,78,340.285046728972,29,76,20,7,8,531.15,5,2,11715,4568,1912,3596,698.967309662001,3495
"WV",2009,894,354,303,608.524608501119,263,79,6191,2555,1998,562.895816507834,1697,722,14,5,4,853.785714285714,4,0,98,42,29,557.459183673469,23,5,19,9,6,259.789473684211,7,5,40,27,11,259.525,7,8,20,8,6,639.9,3,6,7276,3000,2004,2357,566.741066520066,825
"WY",2009,118,56,39,478.949152542373,36,11,1629,816,696,482.187231430325,566,229,53,35,14,375.301886792453,16,12,272,152,134,445.992647058824,106,39,8,4,7,180,3,1,94,65,46,232.106382978723,40,9,4,3,2,289.25,2,1,2178,1131,769,938,462.633149678604,302
"AK",2008,262,76,40,768.5,12,61,734,219,141,734.438692098093,41,170,1727,547,285,727.397220613781,103,444,51,15,8,706.549019607843,5,12,28,12,7,672.428571428571,0,8,19,18,13,256.947368421053,1,3,36,8,15,583.694444444444,1,5,2857,895,163,509,727.125306265313,703
"AL",2008,4643,1438,1229,1116.70902433771,875,616,5396,1985,1787,768.384173461824,718,1004,25,1,2,1405.52,1,4,365,138,111,573.093150684932,28,37,9,2,3,476.111111111111,0,1,21,12,7,381.190476190476,5,3,8,4,4,456,0,0,10467,3580,1627,3143,916.340498710232,1665
"AR",2008,2390,1125,933,558.228870292887,411,195,4214,2284,1922,418.606074988135,788,328,91,43,36,617.175824175824,18,6,406,264,202,352.027093596059,74,12,50,30,25,245.74,14,0,22,15,9,422.590909090909,5,0,23,11,8,331.434782608696,11,0,7196,3772,1321,3135,462.265981100611,541
"AZ",2008,2359,1209,576,531.750317931327,490,645,6744,3062,1805,517.326660735469,1101,1961,1229,603,362,468.387306753458,189,344,6150,2936,1621,478.529268292683,995,2025,87,45,34,412.597701149425,16,23,364,205,146,331.587912087912,70,108,70,39,20,342.728571428571,12,22,17003,8099,2873,4564,496.526377698053,5128
"CA",2008,29451,8628,5795,1389.9075784327,3894,8010,23824,8095,5832,857.359133646743,3125,5006,3357,1098,763,891.980339588919,283,790,48395,17013,13048,805.765905568757,4733,12908,3074,1267,913,693.63044892648,344,721,485,276,156,485.39381443299,178,30,584,213,190,700.946917808219,51,144,109170,36590,12608,26697,972.123457694809,27609
"CO",2008,2469,1173,692,558.206156338599,823,395,6332,2873,2027,531.775426405559,1970,920,356,170,119,520.005617977528,94,55,4954,2397,1666,490.719822365765,1424,876,96,45,40,663.40625,25,19,14,5,1,784.642857142857,5,0,69,31,22,380.347826086957,29,8,14290,6694,4370,4567,522.216724982505,2273
"CT",2008,3099,927,579,1046.37721845757,510,320,2736,925,523,854.250365497076,450,314,28,8,3,1020.32142857143,4,3,2314,755,501,917.821089023336,369,174,61,22,21,748.918032786885,9,2,69,31,17,470.507246376812,13,8,16,4,3,728.125,1,1,8323,2672,1356,1647,939.824342184309,822
"DC",2008,2600,506,327,1431.30115384615,378,443,21,7,4,1066.47619047619,2,4,3,1,0,496.666666666667,0,1,79,29,21,1116.27848101266,10,8,2,0,0,2044.5,2,0,178,166,33,206.337078651685,30,46,4,3,0,1081.75,1,2,2887,712,423,385,1343.47038448216,504
"DE",2008,1034,367,333,640.145067698259,209,124,537,192,157,545.128491620112,93,89,6,3,3,113.333333333333,2,2,142,62,63,418.112676056338,23,19,3,3,2,86.3333333333333,0,0,NA,NA,NA,NA,NA,NA,1,0,0,664,0,1,1723,627,327,558,589.448055716773,235
"FL",2008,16782,6037,5394,752.069777142176,2370,7281,19251,7648,6382,573.827965925618,2071,8883,180,91,65,472.466666666667,13,97,4545,1906,1554,549.992519251925,467,1944,130,64,53,558.1,10,47,122,75,41,398.344262295082,19,43,38,17,19,511.421052631579,6,15,41048,15838,4956,13508,642.985602572535,18310
"GA",2008,9851,3539,3451,727.786011572429,1650,2266,7730,2631,2757,653.352263906856,1211,1662,38,17,13,449.368421052632,11,6,1109,474,420,499.695220919747,135,113,73,39,38,443.849315068493,11,17,34,17,17,498.617647058824,8,5,10,5,8,374.9,0,2,18845,6722,3026,6704,681.569328734412,4071
"HI",2008,199,96,78,573.668341708543,18,56,399,200,170,509.541353383459,38,79,153,61,54,685.830065359477,7,47,36,23,21,313.805555555556,6,10,1430,559,445,648.251048951049,107,579,107,59,60,382.551401869159,15,38,951,383,276,739.801261829653,98,310,3275,1381,289,1104,642.802748091603,1119
"IA",2008,2039,762,577,653.795487984306,302,219,8200,2908,2694,603.363658536585,1213,863,272,105,77,630.136029411765,32,34,851,336,283,505.93419506463,91,101,109,48,32,551.018348623853,16,13,760,363,340,376.768421052632,66,83,44,19,15,494.863636363636,7,7,12275,4541,1727,4018,590.696293279022,1320
"ID",2008,95,48,23,549.621052631579,13,7,2280,974,819,500.264912280702,287,373,347,133,93,543.06916426513,26,39,432,174,165,536.303240740741,31,86,20,11,10,456.55,0,6,4,4,3,26,1,1,18,7,4,1028.94444444444,2,3,3196,1351,360,1117,513.361076345432,515
"IL",2008,13604,2710,1374,1760.03396059982,1229,3890,8031,2565,1288,920.475105800349,562,2705,41,15,7,786.926829268293,10,8,1411,354,231,1383.86250885897,106,397,65,33,14,769.4,4,11,484,166,74,1098.17355371901,42,157,NA,NA,NA,NA,NA,NA,23636,5843,1953,2988,1434.28317610728,7168
